timestep,avg_return
1024,20.93877551020408
2048,21.8125
3072,20.56
4096,24.046511627906977
5120,24.318181818181817
6144,22.145833333333332
7168,29.571428571428573
8192,26.435897435897434
9216,22.847826086956523
10240,26.28205128205128
11264,33.53125
12288,32.84375
13312,34.74193548387097
14336,31.0
15360,31.939393939393938
16384,35.86206896551724
17408,40.0
18432,35.03333333333333
19456,41.48
20480,43.625
21504,45.30434782608695
22528,51.523809523809526
23552,54.21052631578947
24576,53.3
25600,64.52941176470588
26624,60.588235294117645
27648,70.26666666666667
28672,67.6470588235294
29696,75.0
30720,56.31578947368421
31744,68.75
32768,68.5625
33792,79.38461538461539
34816,96.72727272727273
35840,84.46153846153847
36864,87.33333333333333
37888,96.18181818181819
38912,78.0
39936,89.23076923076923
40960,80.92307692307692
41984,74.73333333333333
43008,86.75
44032,87.58333333333333
45056,94.0
46080,83.71428571428571
47104,120.11111111111111
48128,103.9
49152,119.3
50176,180.33333333333334
51200,121.77777777777777
52224,162.14285714285714
53248,99.63636363636364
54272,103.9
55296,114.18181818181819
56320,100.0
57344,81.07692307692308
58368,129.0
59392,136.0
60416,131.125
61440,109.5
62464,123.6
63488,205.85714285714286
64512,177.16666666666666
65536,176.66666666666666
66560,188.66666666666666
67584,233.2
68608,350.0
69632,219.6
70656,416.3333333333333
71680,261.0
72704,305.0
73728,369.75
74752,262.25
75776,342.25
76800,353.25
77824,226.2
78848,210.0
79872,170.0
80896,147.85714285714286
81920,151.0
82944,123.66666666666667
83968,139.125
84992,119.55555555555556
86016,119.11111111111111
87040,130.5
88064,105.4
89088,114.44444444444444
90112,115.11111111111111
91136,108.2
92160,100.63636363636364
93184,98.27272727272727
94208,104.1
95232,105.3
96256,102.9
97280,97.18181818181819
98304,96.0909090909091
99328,111.6
100352,104.5
101376,125.66666666666667
102400,126.0
103424,140.125
104448,182.66666666666666
105472,206.4
106496,249.2
107520,389.6666666666667
108544,297.0
109568,481.0
110592,500.0
111616,441.3333333333333
112640,365.3333333333333
113664,360.0
114688,389.6666666666667
115712,431.3333333333333
116736,465.0
117760,500.0
118784,500.0
119808,420.6666666666667
120832,431.3333333333333
121856,500.0
122880,456.6666666666667
123904,342.6666666666667
124928,470.0
125952,354.0
126976,431.6666666666667
128000,346.0
129024,327.5
130048,253.0
131072,304.75
132096,191.33333333333334
133120,280.25
134144,177.0
135168,179.0
136192,182.14285714285714
137216,134.75
138240,219.83333333333334
139264,213.16666666666666
140288,359.3333333333333
141312,216.4
142336,263.5
143360,405.6666666666667
144384,311.5
145408,433.3333333333333
146432,357.75
147456,426.0
148480,483.3333333333333
149504,500.0
150528,462.3333333333333
151552,484.3333333333333
152576,371.0
153600,302.75
154624,450.3333333333333
155648,467.0
156672,405.0
157696,408.3333333333333
158720,397.0
159744,352.0
160768,350.6666666666667
161792,336.0
162816,337.25
163840,244.4
164864,208.5
165888,249.4
166912,335.25
167936,334.75
168960,239.0
169984,418.0
171008,401.3333333333333
172032,392.0
173056,500.0
174080,369.0
175104,186.14285714285714
176128,361.3333333333333
177152,208.4
178176,224.6
179200,236.8
180224,321.75
181248,207.6
182272,212.8
183296,274.0
184320,371.5
185344,452.6666666666667
186368,416.0
187392,361.6666666666667
188416,315.0
189440,131.0
190464,281.6
191488,259.6
192512,466.6666666666667
193536,500.0
194560,280.0
195584,353.6666666666667
196608,391.6666666666667
197632,500.0
198656,351.0
199680,300.25
200704,262.0
201728,500.0
202752,458.3333333333333
203776,492.0
204800,476.6666666666667
205824,500.0
206848,500.0
207872,500.0
208896,485.6666666666667
209920,500.0
210944,500.0
211968,497.6666666666667
212992,500.0
214016,500.0
215040,500.0
216064,500.0
217088,500.0
218112,500.0
219136,500.0
220160,500.0
221184,500.0
222208,349.75
223232,430.3333333333333
224256,421.0
225280,450.0
226304,348.0
227328,500.0
228352,500.0
229376,500.0
230400,264.0
231424,211.8
232448,131.75
233472,122.22222222222223
234496,82.0
235520,59.10526315789474
236544,79.6923076923077
237568,43.125
238592,49.59090909090909
239616,36.03448275862069
240640,40.30769230769231
241664,35.55172413793103
242688,34.8
243712,32.0
244736,31.363636363636363
245760,35.37931034482759
246784,32.96875
247808,38.17857142857143
248832,36.0
249856,37.827586206896555
250880,54.36842105263158
251904,44.95652173913044
252928,52.45
253952,50.476190476190474
254976,52.35
256000,68.53333333333333
257024,68.4
258048,84.84615384615384
259072,94.25
260096,106.5
261120,114.44444444444444
262144,94.27272727272727
263168,112.8
264192,120.33333333333333
265216,137.125
266240,149.14285714285714
267264,144.625
268288,159.42857142857142
269312,190.5
270336,226.0
271360,223.4
272384,294.25
273408,326.75
274432,385.0
275456,414.0
276480,500.0
277504,500.0
278528,500.0
279552,500.0
280576,500.0
281600,500.0
282624,500.0
283648,500.0
284672,500.0
285696,500.0
286720,500.0
287744,500.0
288768,477.6666666666667
289792,500.0
290816,500.0
291840,500.0
292864,366.6666666666667
293888,500.0
294912,301.75
295936,500.0
296960,366.3333333333333
297984,176.0
299008,140.0
