timestep,avg_return
1024,21.2
2048,23.636363636363637
3072,23.177777777777777
4096,28.666666666666668
5120,21.914893617021278
6144,24.41860465116279
7168,30.314285714285713
8192,29.4
9216,25.65
10240,27.105263157894736
11264,42.32
12288,31.515151515151516
13312,37.25
14336,39.92307692307692
15360,50.68181818181818
16384,64.5
17408,64.8125
18432,67.3125
19456,94.91666666666667
20480,90.75
21504,69.0
22528,77.21428571428571
23552,94.18181818181819
24576,103.27272727272727
25600,80.78571428571429
26624,70.0
27648,76.21428571428571
28672,79.6923076923077
29696,74.0
30720,95.54545454545455
31744,69.8
32768,89.41666666666667
33792,99.27272727272727
34816,117.66666666666667
35840,141.5
36864,146.5
37888,138.125
38912,117.77777777777777
39936,104.9
40960,129.375
41984,132.11111111111111
43008,117.0
44032,134.22222222222223
45056,92.83333333333333
46080,93.75
47104,120.77777777777777
48128,91.08333333333333
49152,95.83333333333333
50176,107.1
51200,100.9090909090909
52224,187.5
53248,192.66666666666666
54272,185.33333333333334
55296,152.28571428571428
56320,178.16666666666666
57344,228.83333333333334
58368,377.0
59392,368.6666666666667
60416,414.6666666666667
61440,452.6666666666667
62464,325.25
63488,393.6666666666667
64512,466.0
65536,440.6666666666667
66560,341.25
67584,378.6666666666667
68608,365.6666666666667
69632,262.25
70656,455.6666666666667
71680,444.3333333333333
72704,384.0
73728,292.0
74752,364.25
75776,462.3333333333333
76800,454.0
77824,350.6666666666667
78848,206.83333333333334
79872,195.5
80896,303.8
81920,171.5
82944,170.83333333333334
83968,205.6
84992,259.5
86016,241.83333333333334
87040,243.6
88064,323.75
89088,299.0
90112,435.0
91136,388.6666666666667
92160,272.0
93184,240.0
94208,314.75
95232,353.0
96256,231.8
97280,488.0
98304,423.6666666666667
99328,358.3333333333333
100352,334.5
101376,226.0
102400,272.25
103424,175.83333333333334
104448,175.33333333333334
105472,116.0
106496,157.42857142857142
107520,133.625
108544,113.4
109568,116.88888888888889
110592,118.44444444444444
111616,121.55555555555556
112640,121.66666666666667
113664,122.66666666666667
114688,134.375
115712,133.5
116736,135.625
117760,133.875
118784,154.42857142857142
119808,175.14285714285714
120832,225.4
121856,246.4
122880,279.25
123904,371.3333333333333
124928,459.0
125952,500.0
126976,500.0
128000,488.6666666666667
129024,500.0
130048,500.0
131072,472.0
132096,500.0
133120,500.0
134144,500.0
135168,500.0
136192,500.0
137216,500.0
138240,500.0
139264,500.0
140288,500.0
141312,500.0
142336,500.0
143360,500.0
144384,500.0
145408,500.0
146432,500.0
147456,379.3333333333333
148480,500.0
149504,500.0
150528,500.0
151552,500.0
152576,374.0
153600,431.3333333333333
154624,500.0
155648,412.3333333333333
156672,431.3333333333333
157696,500.0
158720,462.0
159744,500.0
160768,500.0
161792,500.0
162816,457.3333333333333
163840,342.25
164864,251.0
165888,500.0
166912,330.75
167936,242.8
168960,201.66666666666666
169984,287.75
171008,68.4375
172032,80.46153846153847
173056,108.9
174080,82.14285714285714
175104,47.59090909090909
176128,37.82142857142857
177152,40.411764705882355
178176,29.05263157894737
179200,83.15384615384616
180224,58.111111111111114
181248,46.63636363636363
182272,51.8
183296,71.3529411764706
184320,109.8
185344,174.83333333333334
186368,176.16666666666666
187392,147.25
188416,227.8
189440,216.8
190464,228.8
191488,237.0
192512,198.0
193536,240.6
194560,249.6
195584,226.4
196608,250.4
197632,208.4
198656,246.8
199680,230.4
200704,246.0
201728,240.8
202752,212.0
203776,268.0
204800,272.0
205824,259.25
206848,242.2
207872,325.5
208896,349.3333333333333
209920,427.3333333333333
210944,377.5
211968,468.6666666666667
212992,500.0
214016,500.0
215040,500.0
216064,500.0
217088,500.0
218112,500.0
219136,500.0
220160,500.0
221184,500.0
222208,500.0
223232,500.0
224256,500.0
225280,500.0
226304,500.0
227328,500.0
228352,500.0
229376,500.0
230400,386.0
231424,500.0
232448,500.0
233472,304.6
234496,500.0
235520,500.0
236544,500.0
237568,500.0
238592,500.0
239616,500.0
240640,500.0
241664,393.3333333333333
242688,425.3333333333333
243712,500.0
244736,363.6666666666667
245760,411.6666666666667
246784,349.3333333333333
247808,328.5
248832,439.0
249856,366.25
250880,362.3333333333333
251904,220.4
252928,348.5
253952,398.6666666666667
254976,282.8
256000,367.6666666666667
257024,500.0
258048,366.6666666666667
259072,500.0
260096,500.0
261120,499.3333333333333
262144,500.0
263168,500.0
264192,500.0
265216,500.0
266240,500.0
267264,500.0
268288,500.0
269312,500.0
270336,500.0
271360,500.0
272384,500.0
273408,500.0
274432,500.0
275456,500.0
276480,500.0
277504,500.0
278528,498.6666666666667
279552,407.0
280576,500.0
281600,500.0
282624,500.0
283648,430.3333333333333
284672,500.0
285696,354.5
286720,500.0
287744,395.6666666666667
288768,500.0
289792,377.3333333333333
290816,474.6666666666667
291840,434.3333333333333
292864,456.3333333333333
293888,464.3333333333333
294912,445.0
295936,473.0
296960,448.0
297984,470.6666666666667
299008,500.0
