timestep,avg_return
1024,21.95744680851064
2048,20.58823529411765
3072,20.979591836734695
4096,21.122448979591837
5120,23.65909090909091
6144,23.333333333333332
7168,22.822222222222223
8192,21.729166666666668
9216,23.86046511627907
10240,25.595238095238095
11264,21.428571428571427
12288,21.95744680851064
13312,22.933333333333334
14336,22.170212765957448
15360,24.068181818181817
16384,25.463414634146343
17408,30.514285714285716
18432,28.61111111111111
19456,27.105263157894736
20480,26.025
21504,27.026315789473685
22528,29.542857142857144
23552,24.69047619047619
24576,26.435897435897434
25600,34.096774193548384
26624,36.53333333333333
27648,33.29032258064516
28672,28.35135135135135
29696,32.15625
30720,38.42857142857143
31744,31.515151515151516
32768,31.78787878787879
33792,39.73076923076923
34816,36.67857142857143
35840,43.208333333333336
36864,39.65384615384615
37888,29.62857142857143
38912,45.291666666666664
39936,49.26086956521739
40960,47.59090909090909
41984,47.130434782608695
43008,58.94444444444444
44032,44.333333333333336
45056,56.473684210526315
46080,48.22727272727273
47104,45.583333333333336
48128,54.94736842105263
49152,52.6
50176,60.77777777777778
51200,43.0
52224,57.94736842105263
53248,56.0
54272,85.66666666666667
55296,77.13333333333334
56320,62.88235294117647
57344,73.64285714285714
58368,64.52941176470588
59392,65.1875
60416,82.0
61440,62.411764705882355
62464,104.18181818181819
63488,68.4375
64512,132.22222222222223
65536,112.5
66560,107.9
67584,120.66666666666667
68608,96.16666666666667
69632,109.3
70656,98.0
71680,163.57142857142858
72704,98.18181818181819
73728,132.25
74752,108.4
75776,95.0
76800,103.7
77824,120.77777777777777
78848,158.0
79872,120.66666666666667
80896,189.83333333333334
81920,108.3
82944,230.4
83968,112.8
84992,159.42857142857142
86016,116.66666666666667
87040,206.8
88064,108.5
89088,128.75
90112,191.0
91136,123.55555555555556
92160,142.5
93184,148.71428571428572
94208,153.85714285714286
95232,174.0
96256,234.8
97280,205.6
98304,244.2
99328,354.6666666666667
100352,372.3333333333333
101376,180.16666666666666
102400,258.25
103424,218.8
104448,250.0
105472,147.5
106496,143.5
107520,187.0
108544,143.625
109568,153.14285714285714
110592,147.75
111616,160.85714285714286
112640,162.55555555555554
113664,177.0
114688,172.0
115712,205.2
116736,207.2
117760,181.66666666666666
118784,274.25
119808,403.6666666666667
120832,334.25
121856,325.0
122880,314.5
123904,188.33333333333334
124928,484.3333333333333
125952,238.6
126976,373.3333333333333
128000,374.75
129024,234.2
130048,181.83333333333334
131072,174.66666666666666
132096,159.75
133120,185.16666666666666
134144,178.0
135168,159.71428571428572
136192,126.11111111111111
137216,143.0
138240,104.0
139264,118.55555555555556
140288,127.11111111111111
141312,154.0
142336,128.125
143360,156.0
144384,130.22222222222223
145408,160.28571428571428
146432,138.875
147456,150.42857142857142
148480,167.71428571428572
149504,171.66666666666666
150528,177.16666666666666
151552,272.25
152576,231.6
153600,286.75
154624,379.3333333333333
155648,466.6666666666667
156672,488.0
157696,500.0
158720,500.0
159744,500.0
160768,500.0
161792,435.3333333333333
162816,500.0
163840,463.3333333333333
164864,385.3333333333333
165888,495.6666666666667
166912,484.0
167936,376.75
168960,480.0
169984,365.0
171008,412.6666666666667
172032,451.0
173056,448.6666666666667
174080,378.0
175104,336.0
176128,468.0
177152,385.0
178176,359.75
179200,420.6666666666667
180224,408.6666666666667
181248,396.0
182272,406.0
183296,344.5
184320,427.0
185344,247.0
186368,500.0
187392,500.0
188416,371.6666666666667
189440,327.25
190464,438.3333333333333
191488,356.25
192512,374.6666666666667
193536,268.5
194560,346.3333333333333
195584,446.6666666666667
196608,368.0
197632,366.25
198656,376.0
199680,500.0
200704,388.0
201728,473.0
202752,358.75
203776,482.0
204800,406.6666666666667
205824,370.25
206848,500.0
207872,420.6666666666667
208896,456.3333333333333
209920,500.0
210944,454.0
211968,421.0
212992,500.0
214016,500.0
215040,500.0
216064,485.6666666666667
217088,376.3333333333333
218112,448.6666666666667
219136,371.3333333333333
220160,359.3333333333333
221184,500.0
222208,371.6666666666667
223232,408.6666666666667
224256,405.6666666666667
225280,371.5
226304,500.0
227328,500.0
228352,468.6666666666667
229376,462.6666666666667
230400,376.3333333333333
231424,452.3333333333333
232448,401.3333333333333
233472,261.4
234496,268.0
235520,276.25
236544,203.33333333333334
237568,237.6
238592,235.4
239616,208.8
240640,161.28571428571428
241664,171.85714285714286
242688,174.5
243712,165.42857142857142
244736,140.75
245760,177.83333333333334
246784,213.6
247808,186.5
248832,175.16666666666666
249856,167.28571428571428
250880,239.8
251904,223.6
252928,239.2
253952,314.5
254976,227.0
256000,260.0
257024,241.2
258048,364.0
259072,261.2
260096,319.75
261120,347.0
262144,349.75
263168,389.6666666666667
264192,384.6666666666667
265216,380.0
266240,500.0
267264,500.0
268288,500.0
269312,500.0
270336,500.0
271360,500.0
272384,500.0
273408,500.0
274432,500.0
275456,500.0
276480,472.0
277504,500.0
278528,439.0
279552,500.0
280576,500.0
281600,500.0
282624,500.0
283648,500.0
284672,500.0
285696,500.0
286720,500.0
287744,500.0
288768,500.0
289792,500.0
290816,428.3333333333333
291840,500.0
292864,500.0
293888,500.0
294912,500.0
295936,397.0
296960,500.0
297984,500.0
299008,500.0
